ID,Label,AGE,GENDER,MARITAL_STATUS,MONTHLY_INCOME_WHITHOUT_TAX,LOANTYPE,GAGE_TOTLE_PRICE,APPLY_AMOUNT,APPLY_TERM_TIME,APPLY_INTEREST_RATE,PAYMENT_TYPE
475,0,4,1,2,0,1,0,0,3,2,0
476,1,4,0,2,0,0,0,0,3,0,0
477,0,4,1,0,0,1,3,0,3,1,0
478,1,4,1,0,0,0,3,3,3,3,0
479,0,4,1,2,0,0,3,3,3,1,0
480,1,4,0,2,1,0,0,0,3,3,0
481,0,4,0,0,0,1,0,0,3,2,1
482,1,4,1,2,0,0,0,0,3,2,1
483,0,4,0,2,1,0,3,3,3,1,0
484,1,4,0,0,0,0,0,0,3,2,1
485,0,4,1,2,0,0,3,3,3,2,1
486,1,4,0,2,0,0,0,0,3,3,0
487,1,4,1,2,0,0,0,0,3,2,0
488,1,4,0,2,2,0,2,1,3,1,0
489,1,4,0,2,0,0,0,0,3,2,0
490,0,4,1,2,0,1,0,0,3,1,0
491,0,4,0,2,0,0,3,0,3,2,0
492,1,4,0,0,0,0,3,3,3,0,0
493,1,4,1,2,0,0,3,3,3,0,0
494,0,4,1,2,0,0,3,0,3,1,1
495,0,4,1,1,0,0,3,0,3,1,0
496,1,4,1,2,0,0,0,0,3,0,1
497,1,4,1,2,0,0,0,0,3,1,1
498,0,4,1,1,2,0,3,3,3,1,0
499,1,4,0,0,1,1,2,0,3,3,0
500,1,0,1,0,0,0,0,3,3,0,0
501,1,0,1,2,0,0,0,0,3,3,1
502,0,0,1,2,0,1,0,0,3,2,0
503,1,0,0,1,0,0,0,0,3,3,1
504,0,0,0,0,0,1,3,0,3,1,0
505,1,0,0,0,0,1,0,0,3,0,0
506,0,0,0,2,0,1,3,0,3,1,0
507,1,0,0,2,0,0,0,0,3,2,0
508,0,0,0,2,0,0,3,3,3,1,1
509,0,0,1,0,0,0,3,3,3,2,0
510,0,0,1,2,0,0,3,3,3,1,0
511,0,0,0,2,0,0,3,3,3,1,0
512,0,0,1,2,0,0,0,0,3,2,0
513,1,0,0,2,0,0,0,0,3,2,0
514,0,0,1,2,0,0,0,0,3,1,0
515,1,0,0,2,0,1,0,0,3,3,1
516,0,0,1,2,0,1,0,0,3,1,1
517,0,0,0,2,0,1,0,0,3,2,0
518,1,0,1,2,0,1,0,0,3,2,0
519,0,0,0,0,0,0,0,0,3,2,0
520,1,0,1,0,0,0,3,3,3,2,1
521,0,0,0,0,1,0,3,3,3,2,0
522,0,0,0,2,0,0,3,3,3,1,1
523,1,0,1,0,0,0,0,0,3,0,0
524,0,0,1,2,0,0,0,0,3,2,0
525,0,0,1,2,0,0,3,3,3,1,0
526,1,0,0,2,1,0,0,0,3,0,0
527,1,0,0,1,0,1,0,3,3,0,0
528,0,0,1,2,2,0,3,0,3,1,0
529,0,0,0,0,0,0,3,3,3,1,0
530,0,0,1,2,0,1,0,0,3,1,0
531,0,0,0,2,0,0,3,3,3,2,0
532,1,0,0,2,1,0,3,3,3,1,0
533,1,0,1,2,0,0,0,3,3,0,0
534,0,0,0,2,1,0,3,3,3,2,0
535,1,0,0,2,1,0,0,3,3,2,1
536,0,0,0,1,0,0,0,0,3,2,0
537,0,0,0,0,0,1,0,0,3,1,0
538,1,0,1,0,0,0,3,3,3,2,0
539,0,0,1,0,0,1,3,0,3,2,1
540,1,0,0,0,0,0,0,0,3,0,0
541,1,0,0,0,0,0,0,0,3,0,0
542,0,0,0,2,0,1,3,3,3,2,1
543,0,0,1,2,0,0,3,3,3,2,1
544,0,0,1,2,0,1,0,0,3,2,0
545,0,0,1,2,0,1,0,0,3,1,0
546,0,0,1,2,0,1,0,0,3,1,0
547,1,0,0,2,0,0,0,0,3,3,1
548,1,0,1,0,0,0,2,1,3,0,1
549,1,0,0,2,1,1,0,0,3,0,1
550,1,0,1,0,0,0,0,3,3,0,0
551,0,0,1,2,0,0,3,3,3,1,0
552,1,0,1,2,1,0,2,1,3,2,0
553,1,0,0,0,0,0,0,3,3,2,1
554,1,0,1,2,0,0,0,0,3,3,0
555,1,0,0,2,0,0,0,0,3,3,0
556,0,0,0,2,0,0,3,0,3,1,0
557,1,0,1,2,1,1,0,0,3,3,0
558,0,0,1,2,0,0,0,0,3,2,0
559,1,0,1,2,0,1,3,3,3,3,0
560,0,0,0,2,0,0,2,3,3,1,0
561,0,0,1,0,0,0,3,3,3,1,0
562,0,0,1,2,1,0,2,3,3,1,0
563,1,0,1,2,0,0,0,0,3,2,1
564,0,0,1,2,0,1,0,0,3,2,0
565,1,0,1,0,1,0,2,1,3,0,0
566,0,0,1,2,0,0,0,0,3,1,0
567,0,0,0,1,0,1,0,0,3,1,0
568,0,0,0,2,0,1,0,0,3,1,0
569,0,0,1,2,0,0,0,0,3,2,0
570,1,0,0,1,0,0,0,0,3,1,0
571,0,0,1,1,0,0,3,3,3,1,1
572,0,0,1,1,0,1,0,0,3,2,0
573,0,0,0,0,0,0,3,3,3,1,0
574,0,0,0,2,1,0,2,3,3,2,0
575,0,0,1,2,0,0,3,0,3,1,0
576,0,0,1,2,0,0,3,0,3,2,0
577,1,0,0,2,1,1,0,0,3,0,0
578,0,0,0,2,0,0,4,3,3,1,0
579,0,0,1,2,0,1,0,0,3,2,0
580,1,2,1,2,0,0,0,0,3,3,0
581,0,2,1,1,0,0,0,0,3,1,0
582,0,2,1,2,0,1,0,0,3,2,0
583,0,2,0,2,1,0,3,0,3,1,0
584,0,2,1,2,0,0,3,3,3,1,0
585,0,2,1,2,0,0,3,0,3,1,0
586,0,2,0,2,0,1,0,0,3,2,0
587,1,2,1,2,0,1,0,0,3,3,0
588,1,2,0,2,0,0,3,3,3,2,0
589,1,2,0,2,0,0,0,0,3,3,0
590,1,2,0,1,0,1,0,0,3,3,0
591,0,2,1,2,1,0,2,3,3,1,0
592,1,2,1,2,0,1,0,0,3,0,0
593,0,2,1,2,0,0,4,1,3,1,0
594,1,2,0,2,0,1,0,0,3,3,0
595,0,2,1,2,0,1,0,0,3,1,0
596,0,2,1,2,0,1,0,0,3,1,0
597,0,2,1,2,1,0,0,0,3,3,0
598,0,2,1,1,0,1,0,0,3,2,0
599,1,2,1,2,2,0,0,0,3,2,0
600,0,2,0,2,0,0,2,3,3,2,0
601,0,2,1,2,0,0,3,0,3,1,0
602,1,2,0,2,0,0,0,0,3,1,0
603,1,2,1,0,0,0,0,0,3,0,0
604,1,2,1,2,0,0,0,3,3,0,0
605,1,2,0,1,2,0,0,0,3,0,0
606,0,2,1,2,0,0,0,0,3,1,1
607,1,2,0,2,1,1,3,3,3,0,0
608,1,2,1,2,0,1,0,0,3,3,0
609,1,2,1,2,1,0,2,1,3,3,1
610,0,2,1,2,0,1,0,0,3,1,0
611,1,2,0,2,0,1,0,0,3,3,0
612,0,2,1,1,0,1,0,0,3,1,0
613,0,2,0,0,0,0,0,0,3,2,0
614,1,2,1,2,0,0,0,0,3,3,1
615,1,2,1,2,0,1,0,3,3,0,1
616,1,2,0,2,1,0,3,3,3,3,0
617,1,2,0,1,0,0,0,0,3,2,0
618,0,2,1,2,0,0,2,3,3,1,0
619,0,2,1,0,1,0,3,0,3,1,0
620,0,2,1,1,0,0,0,0,3,1,0
621,0,2,0,0,0,0,0,0,3,1,0
622,0,2,0,2,0,0,3,3,3,2,0
623,0,2,0,0,0,0,3,3,3,2,0
624,0,2,1,1,0,0,2,3,3,2,0
625,1,2,0,2,0,0,0,3,3,3,0
626,0,2,0,2,2,0,1,4,3,1,0
627,1,2,1,2,0,0,0,0,3,2,0
628,0,2,0,0,0,0,3,0,3,1,1
629,0,2,1,2,1,0,2,1,3,2,0
630,0,2,0,2,1,1,4,1,3,1,1
631,1,2,1,2,1,1,3,3,3,0,0
632,0,2,0,2,2,0,3,0,3,2,1
633,0,3,1,2,1,0,3,3,3,1,0
634,0,3,1,0,0,0,0,0,3,1,0
635,1,3,1,2,0,0,3,3,3,3,0
636,1,3,1,1,0,0,0,0,3,1,0
637,0,3,0,2,0,1,0,0,3,2,0
638,1,3,1,2,0,0,0,0,3,0,0
639,0,3,0,2,0,0,3,3,3,1,0
640,1,3,1,1,0,1,3,3,3,3,0
641,0,3,1,2,1,1,2,3,3,2,0
642,1,3,1,2,2,0,0,0,3,3,0
643,1,3,1,2,2,0,0,0,3,3,0
644,1,3,1,2,2,0,0,0,3,3,0
645,1,3,1,2,2,0,0,0,3,3,0
646,1,3,1,2,2,0,0,0,3,3,0
647,1,3,1,2,2,0,0,0,3,3,0
648,0,3,1,1,0,0,3,3,3,1,0
649,0,3,0,2,0,0,3,0,3,2,1
650,0,1,1,0,0,0,3,3,1,1,0
651,0,1,0,2,1,1,2,3,1,2,0
652,1,1,0,0,0,0,0,0,1,3,1
653,0,1,1,0,0,0,3,3,1,2,0
654,0,1,0,0,0,1,2,3,1,1,0
655,1,1,0,1,0,0,0,0,1,0,0
656,0,1,0,0,0,1,3,3,1,2,0
657,0,1,1,0,0,0,0,0,1,2,0
658,1,1,0,1,0,1,3,3,1,3,0
659,0,1,1,0,0,0,0,0,1,1,1
660,0,1,0,0,0,1,2,3,1,2,0
661,1,1,0,1,0,1,3,3,1,2,0
662,0,1,0,0,0,0,0,0,1,2,1
663,0,1,1,0,0,0,2,3,1,1,0
664,0,1,0,0,0,1,3,0,1,1,0
665,0,1,1,0,0,0,3,0,1,1,0
666,1,1,0,0,0,0,0,3,1,0,0
667,1,1,0,0,0,0,3,3,1,2,0
668,0,1,0,0,0,1,2,3,1,2,0
669,0,1,1,0,0,0,3,0,1,1,0
670,1,1,0,0,0,0,0,3,1,0,0
671,1,1,0,0,0,0,0,0,1,2,0
672,0,1,1,0,0,0,3,0,1,1,1
673,1,1,0,2,1,0,0,0,1,0,0
674,1,1,1,0,1,0,0,0,1,2,0
675,1,1,0,0,0,1,0,0,1,1,0
676,0,1,1,0,1,0,2,3,1,1,1
677,0,1,0,0,0,0,0,0,1,1,0
678,1,1,0,0,0,0,0,0,1,3,0
679,0,1,1,0,0,0,3,3,1,1,0
680,1,1,1,0,0,0,4,1,1,0,0
681,0,1,0,0,0,0,0,0,1,1,0
682,0,1,0,2,0,0,0,0,1,2,1
683,0,1,1,0,0,0,3,3,1,2,0
684,0,1,0,2,0,0,0,0,1,2,0
685,1,1,0,0,0,0,0,0,1,0,0
686,1,1,0,0,0,0,0,0,1,0,0
687,0,1,1,0,0,0,2,0,1,1,0
688,0,1,1,0,2,0,0,0,1,2,0
689,0,1,0,0,0,0,3,3,1,2,0
690,0,1,0,2,0,0,3,3,1,1,0
691,1,1,0,0,0,0,0,0,1,0,1
692,1,1,1,1,0,0,3,3,1,2,1
693,0,1,1,0,1,1,4,1,1,2,0
694,0,1,0,0,0,1,3,0,1,2,0
695,0,1,0,2,0,0,3,3,1,2,1
696,0,1,0,0,0,0,0,0,1,1,1
697,1,1,0,2,0,0,0,0,1,3,0
698,0,1,1,2,0,0,0,0,1,1,0
699,0,1,1,0,0,0,3,0,1,2,0
700,0,1,0,0,0,0,0,0,1,1,0
701,0,1,1,0,0,0,0,0,1,1,0
702,1,1,1,0,0,0,0,3,1,0,0
703,1,1,0,0,0,0,0,0,1,0,0
704,0,1,0,2,2,0,3,0,1,2,0
705,1,1,0,2,1,0,0,0,1,1,0
706,0,1,0,2,0,0,3,0,1,1,0
707,1,1,0,0,0,0,3,3,1,0,1
708,0,1,1,0,0,0,0,0,1,1,0
709,0,1,0,0,0,1,3,3,1,2,0
710,0,1,1,0,0,0,3,0,1,1,0
711,1,1,0,0,0,0,0,0,1,2,1
712,0,1,1,0,0,0,3,0,1,1,0
713,0,1,1,0,0,0,3,0,1,1,0
714,0,1,1,0,0,0,3,0,1,1,0
715,0,1,0,1,0,0,3,0,1,1,0
716,0,1,0,2,0,0,2,3,1,2,0
717,0,1,0,0,0,0,2,0,1,2,0
718,0,1,0,0,0,0,0,0,1,1,0
719,0,1,0,2,0,0,3,3,1,1,0
720,0,1,0,0,0,0,0,0,1,1,0
721,1,1,1,0,0,1,3,3,1,1,0
722,1,1,1,2,0,0,0,0,1,3,0
723,0,1,1,0,0,0,0,0,1,1,0
724,1,1,0,0,0,0,0,0,1,0,0
725,1,1,1,0,0,0,0,0,1,1,0
726,1,1,1,0,0,0,0,0,1,2,1
727,1,1,1,0,0,0,0,0,1,3,0
728,1,1,0,2,0,0,2,1,1,0,1
729,1,1,0,0,0,0,0,3,1,0,0
730,0,1,0,0,0,0,3,0,1,1,0
731,0,1,0,2,0,0,3,3,1,1,0
732,0,1,1,0,0,0,3,0,1,2,0
733,1,1,1,0,0,1,3,3,1,3,0
734,0,1,0,0,2,0,3,3,1,1,0
735,1,1,0,2,1,0,0,0,1,3,0
736,0,1,1,0,0,1,3,3,1,1,0
737,1,1,0,0,0,0,0,0,1,2,0
738,1,1,0,1,0,0,0,3,1,0,0
739,1,1,1,0,0,0,3,3,1,1,1
740,0,1,1,0,0,0,3,3,1,1,0
741,0,1,1,0,0,0,3,0,1,1,0
742,0,1,1,0,0,0,3,3,1,1,0
743,0,1,1,0,0,0,3,0,1,2,0
744,1,1,1,0,0,0,0,0,1,2,0
745,1,1,1,0,0,0,0,0,1,0,0
746,0,1,1,0,0,0,3,3,1,1,0
747,0,1,0,0,0,0,0,0,1,2,0
748,0,1,1,0,0,1,3,0,1,2,0
749,1,1,1,0,0,1,0,0,1,0,0
750,1,1,0,0,0,0,0,0,1,1,0
751,0,1,0,0,0,0,3,0,1,1,0
752,1,1,1,2,2,0,0,0,1,1,1
753,0,1,1,2,0,0,3,0,1,1,0
754,0,1,0,2,0,0,3,0,1,1,0
755,0,1,1,0,0,0,3,3,1,2,0
756,0,1,0,0,0,0,3,0,1,2,0
757,1,1,0,0,0,0,0,0,1,1,0
758,0,1,1,0,0,0,3,0,1,1,0
759,0,1,0,2,0,0,3,0,1,2,1
760,1,1,1,0,0,0,3,3,1,0,0
761,1,1,1,1,0,0,3,3,1,0,0
762,0,1,1,1,0,0,3,3,1,1,0
763,0,1,1,0,0,0,3,0,1,1,0
764,0,1,1,2,0,0,0,0,1,2,0
765,0,1,1,2,0,0,3,0,1,1,1
766,0,1,1,2,2,0,3,3,1,1,0
767,0,1,0,2,0,0,2,3,1,1,0
768,0,1,0,2,1,1,2,3,1,1,1
769,1,1,1,0,0,1,0,0,1,3,0
770,0,1,0,2,0,0,0,0,1,1,0
771,0,1,1,0,0,0,3,0,1,1,0
772,0,1,0,1,0,0,0,0,1,1,0
773,0,1,1,0,0,0,0,3,1,1,0
774,1,1,1,1,0,0,0,0,1,3,1
775,1,1,0,0,0,0,3,1,1,3,1
776,1,1,1,0,0,0,0,3,1,0,0
777,0,1,1,0,0,0,3,0,1,1,0
778,0,1,1,0,0,0,0,0,1,1,0
779,0,1,0,1,0,0,0,0,1,1,1
780,0,1,1,0,0,0,3,3,1,1,0
781,0,1,0,2,1,1,2,3,1,1,0
782,1,1,0,1,0,0,0,0,1,3,0
783,0,1,0,1,0,0,0,0,1,2,0
784,0,1,1,2,0,0,3,0,1,1,0
785,1,1,0,2,0,0,0,0,1,3,0
786,0,1,1,0,0,0,3,0,1,1,0
787,0,1,0,1,0,0,0,0,1,2,0
788,1,4,0,2,0,0,0,0,1,3,0
789,0,4,1,1,0,0,0,0,1,1,1
790,1,4,1,0,0,1,0,0,1,0,0
791,0,4,1,0,0,0,3,0,1,2,0
792,1,4,1,0,0,0,0,3,1,0,0
793,0,4,0,0,0,0,3,0,1,1,0
794,1,4,1,2,0,0,0,0,1,1,0
795,0,4,1,0,0,0,3,0,1,2,0
796,0,4,0,2,2,0,3,0,1,1,0
797,1,4,1,0,0,0,3,3,1,3,1
798,1,4,0,0,0,1,0,0,1,1,1
799,1,4,1,1,0,0,0,3,1,2,0
800,0,4,0,0,0,0,3,3,1,1,0
801,0,4,0,0,0,0,0,0,1,1,0
802,1,4,1,0,0,0,0,0,1,0,0
803,0,4,1,1,0,0,3,0,1,2,0
804,1,4,1,0,0,1,0,0,1,1,0
805,0,4,0,0,0,0,3,0,1,2,0
806,0,4,0,2,0,1,3,0,1,1,0
807,1,4,0,1,0,0,0,3,1,3,0
808,0,4,1,0,0,0,0,0,1,1,0
809,0,4,0,1,0,0,3,0,1,1,0
810,1,4,1,2,0,0,0,0,1,0,0
811,0,4,1,0,0,0,3,0,1,1,1
812,1,4,1,0,0,0,0,3,1,2,0
813,1,4,0,0,1,0,0,0,1,3,0
814,1,4,0,0,0,1,0,0,1,3,0
815,1,4,1,1,0,0,0,0,1,2,0
816,1,4,0,2,0,0,0,0,1,3,0
817,0,4,0,2,1,1,3,0,1,2,0
818,0,4,1,1,0,0,0,0,1,1,0
819,1,4,0,0,0,0,0,0,1,0,0
820,0,4,1,0,0,0,3,0,1,1,1
821,0,4,0,1,0,0,0,0,1,1,1
822,1,4,0,1,0,0,0,3,1,2,0
823,1,4,0,2,0,0,3,3,1,0,1
824,1,4,0,0,0,1,3,3,1,0,0
825,0,4,1,0,1,0,0,0,1,2,0
826,0,4,1,0,1,0,3,0,1,2,0
827,0,4,1,2,0,0,3,3,1,1,0
828,0,4,1,2,0,1,0,0,1,1,1
829,0,4,1,0,0,0,2,3,1,1,0
830,0,4,1,2,0,0,3,3,1,1,0
831,0,4,1,0,0,0,3,3,1,1,1
832,0,4,1,0,0,0,2,3,1,1,0
833,1,4,0,0,0,0,0,3,1,2,0
834,1,4,0,0,0,1,0,0,1,3,0
835,1,4,0,2,1,1,0,0,1,0,0
836,0,4,0,0,0,0,0,0,1,2,0
837,0,4,1,0,0,1,3,0,1,1,0
838,1,4,0,2,0,0,0,3,1,0,1
839,0,4,1,2,0,0,0,0,1,1,0
840,1,4,0,2,0,0,0,0,1,2,1
841,1,4,1,0,0,0,0,0,1,3,0
842,1,4,1,0,0,0,0,0,1,3,0
843,1,4,1,0,0,0,0,0,1,3,0
844,0,4,1,0,0,0,3,3,1,1,0
845,0,4,1,0,0,0,3,3,1,1,0
846,1,4,0,0,2,1,2,1,1,3,0
847,0,4,0,2,0,0,0,0,1,1,0
848,0,4,1,2,0,0,2,3,1,2,0
849,0,4,1,2,0,0,3,0,1,2,0
850,1,4,1,0,0,1,0,0,1,3,0
851,1,4,1,0,0,1,0,0,1,2,1
852,0,4,1,2,0,0,0,0,1,1,0
853,0,4,0,2,0,0,3,3,1,1,1
854,1,4,1,0,0,0,0,0,1,2,0
855,1,4,1,0,0,0,3,3,1,2,0
856,1,4,1,0,0,0,0,3,1,1,0
857,0,4,1,0,0,0,3,3,1,1,0
858,1,4,1,2,0,0,0,0,1,3,0
859,0,4,1,2,0,0,3,3,1,2,0
860,0,4,0,2,0,0,0,0,1,1,0
861,1,4,0,2,0,1,0,3,1,2,1
862,1,4,0,0,0,0,0,0,1,2,0
863,0,4,0,2,0,0,0,0,1,2,0
864,0,4,1,2,0,0,3,3,1,1,1
865,0,4,1,2,0,0,0,0,1,1,0
866,1,4,0,2,2,1,4,4,1,0,0
867,0,4,1,0,0,0,3,0,1,1,0
868,0,4,1,2,0,0,3,3,1,1,0
869,0,4,0,2,0,1,0,0,1,1,0
870,0,4,0,2,0,0,3,3,1,2,0
871,0,4,0,2,0,0,3,0,1,1,0
872,1,4,1,2,0,0,0,0,1,0,0
873,1,4,1,2,0,0,0,0,1,1,1
874,1,4,0,1,0,0,0,3,1,1,1
875,1,4,0,1,0,0,0,0,1,2,1
876,1,4,1,2,0,0,0,0,1,0,0
877,0,4,0,1,0,0,0,0,1,2,0
878,0,4,1,0,0,0,3,3,1,1,1
879,0,4,0,0,1,0,3,3,1,1,0
880,1,4,1,0,0,0,0,0,1,3,0
881,0,4,1,0,0,0,3,3,1,1,0
882,0,4,0,0,0,0,3,3,1,1,0
883,0,4,1,2,0,0,3,3,1,1,0
884,0,4,0,0,0,0,0,0,1,1,1
885,0,4,1,0,0,0,3,0,1,1,0
886,1,4,1,0,0,0,0,3,1,0,0
887,0,4,1,0,0,0,3,0,1,1,0
888,0,4,1,1,0,0,3,0,1,1,1
889,0,4,0,0,0,0,0,0,1,1,0
890,1,4,1,0,0,0,0,0,1,3,0
891,1,4,0,0,0,0,0,0,1,3,0
892,1,4,0,0,0,0,0,0,1,0,0
893,0,4,1,2,0,0,0,0,1,2,0
894,0,4,1,2,0,0,3,3,1,1,0
895,0,4,1,1,0,0,3,3,1,1,0
896,1,4,0,1,0,0,0,0,1,0,0
897,0,4,0,0,0,0,0,0,1,2,0
898,1,4,1,2,0,0,0,3,1,3,0
899,1,4,0,0,0,0,0,0,1,1,0
900,1,4,0,0,0,0,0,0,1,0,0
901,0,4,1,2,0,0,0,0,1,1,0
902,1,4,1,0,2,1,1,4,1,3,0
903,0,4,0,2,2,0,3,3,1,2,1
904,1,4,0,1,0,0,0,0,1,1,1
905,0,4,1,0,0,0,3,0,1,1,0
906,0,4,1,0,0,0,0,0,1,1,1
907,1,4,1,1,0,0,3,3,1,0,0
908,0,4,0,0,0,0,0,0,1,1,0
909,0,4,0,2,0,0,3,0,1,1,0
910,1,4,0,0,0,0,0,0,1,1,0
911,1,4,0,1,0,0,0,0,1,3,0
912,1,4,0,2,0,1,0,0,1,2,0
913,1,4,1,0,0,0,0,0,1,0,0
914,0,4,1,2,0,0,2,3,1,1,0
915,1,4,1,2,1,0,3,3,1,0,0
916,0,4,1,2,0,0,3,3,1,1,0
917,1,4,0,1,0,0,0,3,1,2,1
918,1,4,1,0,0,0,0,0,1,3,0
919,0,4,1,1,0,0,3,0,1,2,0
920,0,4,0,1,0,0,0,0,1,1,1
921,1,4,1,2,0,0,0,3,1,2,0
922,0,4,1,2,0,0,3,3,1,2,0
923,0,4,0,2,1,0,3,3,1,2,0
924,1,4,0,0,0,0,0,0,1,0,1
925,1,4,1,2,0,1,3,0,1,3,0
926,1,4,1,2,0,1,2,3,1,3,0
927,1,4,0,2,0,0,0,0,1,0,0
928,1,4,1,2,0,0,0,0,1,2,1
929,0,4,1,2,0,0,3,0,1,1,0
930,0,4,1,2,0,0,0,0,1,1,0
931,1,4,1,2,0,1,0,3,1,0,0
932,1,4,0,1,0,1,0,0,1,2,0
933,0,4,1,2,0,1,3,0,1,1,0
934,1,0,1,1,0,0,0,0,1,2,0
935,0,0,0,2,0,0,0,0,1,1,0
936,0,0,1,2,0,0,0,0,1,2,0
937,1,0,0,2,0,0,0,0,1,3,0
938,1,0,0,2,1,0,0,0,1,0,1
939,0,0,0,2,0,0,3,0,1,1,1
940,1,0,1,2,1,0,2,1,1,0,1
941,1,0,1,2,0,0,0,0,1,1,0
942,1,0,1,0,0,0,0,0,1,2,0
943,1,0,1,2,0,0,0,0,1,1,0
944,1,0,1,0,0,1,0,0,1,3,0
945,0,0,1,2,0,0,2,3,1,1,0
946,0,0,1,0,0,1,3,0,1,1,0
947,0,0,0,2,2,0,3,3,1,1,0
948,1,0,1,0,0,0,0,3,1,0,0
949,1,0,1,2,0,0,0,3,1,3,0
950,0,0,0,0,0,0,2,3,1,1,0
